,id,sentence,subject_entity,object_entity,label,source
9156,9156,"우드로 윌슨 전 미국 대통령, 스피로 애그뉴 전 부통령, 마이클 블룸버그 전 뉴욕시장, 티머시 가이트너 전 미국 재무장관, 앤드루 파이어 노벨 의학상 수상자, 캐럴 그라이더, 미국의 유전학자 토머스 헌트 모건, 조디 윌리엄스 노벨 평화상 수상자, 머턴 밀러 노벨 경제학상 수상자, 캐나다 수학자 존 찰스 필즈, 레이철 카슨 환경운동가, 존 듀이 철학자, 김종훈 전 벨 연구소 소장 겸 알카텔-루슨트 최고전략책임자, 에드먼드 린치 메릴린치 공동설립자, 미국의 시인 거트루드 스타인, 소설가 김은국 등 수많은 저명한 동문이 있다.","{'word': '김종훈', 'start_idx': 198, 'end_idx': 200, 'type': 'PER'}","{'word': '알카텔-루슨트', 'start_idx': 215, 'end_idx': 221, 'type': 'ORG'}",per:employee_of,wikipedia
9247,9247,"1957년에 고등학교를 졸업한 후 댈코우스키는 곧바로 볼티모어 오리올스와 4,000 달러의 사이닝 보너스에 계약을 맺고 테네시 주 킹스포트에 위치한 D 클래스의 마이너리그 조직에서 활동을 하기 시작했다.","{'word': '볼티모어 오리올스', 'start_idx': 30, 'end_idx': 38, 'type': 'ORG'}","{'word': '4,000 달러', 'start_idx': 41, 'end_idx': 48, 'type': 'NOH'}",no_relation,wikipedia
9265,9265,현재 현대로템(주)는 현대자동차(주)가 최대주주로 43.36%의 지분을 보유하고 있다.,"{'word': '현대로템(주)', 'start_idx': 3, 'end_idx': 9, 'type': 'ORG'}","{'word': '현대자동차(주)', 'start_idx': 12, 'end_idx': 19, 'type': 'ORG'}",no_relation,wikipedia
9301,9301,2008년 12월 23일에 열린 NH농협 2008~2009 V-리그 인천 대한항공 점보스와의 경기를 세트스코어 3-1로 잡으면서 이변을 일으켰다.,"{'word': '인천 대한항공 점보스', 'start_idx': 38, 'end_idx': 48, 'type': 'ORG'}","{'word': 'V-리그', 'start_idx': 33, 'end_idx': 36, 'type': 'POH'}",org:member_of,wikipedia
9306,9306,"허인창은 1997년 11월 X-Teen의 일원으로 데뷔하였으며, 특유의 속사포 랩으로 많은 반향을 얻었다.","{'word': '허인창', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': 'X-Teen', 'start_idx': 15, 'end_idx': 20, 'type': 'ORG'}",per:employee_of,wikipedia
9342,9342,"네덜란드 공화국은 낭트 칙령의 폐지 후에 측량된 75,000명에서 10,000명과 함께 위그노 난민들의 가장 큰 단체를 받았다.","{'word': '네덜란드 공화국', 'start_idx': 0, 'end_idx': 7, 'type': 'ORG'}","{'word': '75,000명', 'start_idx': 27, 'end_idx': 33, 'type': 'NOH'}",no_relation,wikipedia
9516,9516,"전기작가 올리비에 블랑(Olivier Blanc)에 따르면, 올랭프 드 구주의 사후에 그녀의 아들 피에르 오브리 드 구주(Pierre Aubry de Gouges) 장군은 아내와 다섯 자녀들과 함께 가이아나(Guyana)로 이주했다.","{'word': '올랭프 드 구주', 'start_idx': 34, 'end_idx': 41, 'type': 'PER'}","{'word': '피에르 오브리 드 구주(Pierre Aubry de Gouges) 장군', 'start_idx': 55, 'end_idx': 93, 'type': 'POH'}",per:parents,wikipedia
9550,9550,"이러한 자연주의, 진실주의 이론에 대항한 것이 유럽에서는 19세기 말엽에 신비주의자가 배출한 데카당 문학이었고, 이탈리아에서는 가브리엘레 단눈치오(Gabriele d'Annunzio, 1863-1938)가 그 대표자였다.","{'word': '가브리엘레 단눈치오', 'start_idx': 71, 'end_idx': 80, 'type': 'PER'}","{'word': ""Gabriele d'Annunzio"", 'start_idx': 82, 'end_idx': 100, 'type': 'PER'}",per:alternate_names,wikipedia
9719,9719,"박제상(朴堤上, 363년 ~ 419년 추정) (모말(毛末)(毛末)이라고도 한다) 은 신라의 충신이다.","{'word': '박제상', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '363년 ~ 419년', 'start_idx': 9, 'end_idx': 19, 'type': 'DAT'}",per:date_of_birth,wikipedia
9756,9756,이로서 김홍걸은 김대중(제6·7·8·13·14대 국회의원)·김홍일(제15·16·17대 국회의원)·김홍업(제17대 국회의원)과 함께 대한민국 헌정 사상 최초의 4부자 국회의원 당선 기록을 달성했다.,"{'word': '김홍일', 'start_idx': 33, 'end_idx': 35, 'type': 'PER'}","{'word': '제15·16·17대 국회의원', 'start_idx': 37, 'end_idx': 51, 'type': 'NOH'}",per:title,wikipedia
9767,9767,"자세한 내용은 파주시 홈페이지(파주기업SOS넷(paju.giupsos.or.kr)(paju.giupsos.or.kr), 중소기업 지원정보 포털사이트인 이지비즈(확인할 수 있으며 기업지원과 기업SOS팀(☎031-940-4533)(☎031-940-4533)으로 문의하면 된다.","{'word': '파주시', 'start_idx': 8, 'end_idx': 10, 'type': 'ORG'}","{'word': '031-940-4533', 'start_idx': 113, 'end_idx': 124, 'type': 'POH'}",no_relation,wikitree
9825,9825,훗날 김홍륙의 먼 일가 후손 인 김재준(金在俊) 목사는 만년의 함태영에게 이 사건의 진상을 물어보았다.,"{'word': '김재준', 'start_idx': 18, 'end_idx': 20, 'type': 'PER'}","{'word': '金在俊', 'start_idx': 22, 'end_idx': 24, 'type': 'PER'}",per:alternate_names,wikipedia
9865,9865,"이들 채널은 각각 별도의 프로그램으로 방송되지만, 앤더슨 쿠퍼 360°같은 일부 프로그램은 CNN US와 CNN 인터내셔널과 동시에 방송되기도 한다.","{'word': 'CNN', 'start_idx': 51, 'end_idx': 53, 'type': 'ORG'}","{'word': '앤더슨 쿠퍼 360°', 'start_idx': 28, 'end_idx': 38, 'type': 'POH'}",org:product,wikipedia
9929,9929,대한민국에서는 서울특별시 남산에 위치한 Goethe-Institut(주한독일문화원)에서 주최하며 최근에는 응시자 수가 많아 필기시험은 숙명여자대학교 등의 강의실을 빌려 진행하는 경우가 있다.,"{'word': '주한독일문화원', 'start_idx': 38, 'end_idx': 44, 'type': 'ORG'}","{'word': 'Goethe-Institut', 'start_idx': 22, 'end_idx': 36, 'type': 'ORG'}",org:alternate_names,wikipedia
9952,9952,"그러나, 시코쿠는 주위에 적으로 삼을 이렇다할 세력이 존재하지 않아서, 조소카베 가문(長宗我部氏)이 시코쿠를 통일하기 전까지 대부분의 영주가 그대로 자리를 지켰다.","{'word': '조소카베 가문', 'start_idx': 40, 'end_idx': 46, 'type': 'ORG'}","{'word': '長宗我部氏', 'start_idx': 48, 'end_idx': 52, 'type': 'ORG'}",org:alternate_names,wikipedia
9972,9972,"헤이안 말기가 되면, 에미시와의 혈연적 계보적 관계를 주장하는 오슈 후지와라 씨(奥州藤原氏)의 지배가 도호쿠 북단까지 미치게 된다.","{'word': '후지와라 씨', 'start_idx': 38, 'end_idx': 43, 'type': 'ORG'}","{'word': '藤原氏', 'start_idx': 47, 'end_idx': 49, 'type': 'ORG'}",org:alternate_names,wikipedia
9997,9997,"고인규(高仁奎, 1987년 6월 25일 ~)는 대한민국의 전직 스타크래프트, 스타크래프트 II 프로게이머 출신 현 게임 해설자로 Canata[YG]라는 아이디를 사용하며, 종족은 테란이었다.","{'word': '고인규', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': 'Canata[YG]', 'start_idx': 72, 'end_idx': 81, 'type': 'ORG'}",per:alternate_names,wikipedia
10040,10040,"1960년대에는 제1(I)군단만이 제2보병사단과 제7보병사단 예하에 두고 남아있었으나, 1971년 제7보병사단이 제1(I)군단과 함께 철수하면서 제2보병사단만이 현재 전방을 지키고 있다.","{'word': '제7보병사단', 'start_idx': 27, 'end_idx': 32, 'type': 'ORG'}","{'word': '제1(I)군단', 'start_idx': 63, 'end_idx': 69, 'type': 'ORG'}",org:member_of,wikipedia
10084,10084,"2009년 8월 19일, 베이스는 처음으로 풀타임을 치렀는데 94,000명의 관중들 앞에서 바르셀로나를 상대한 후안 감퍼 트로피 경기였다.","{'word': '바르셀로나', 'start_idx': 51, 'end_idx': 55, 'type': 'ORG'}","{'word': '94,000명', 'start_idx': 34, 'end_idx': 40, 'type': 'NOH'}",no_relation,wikipedia
10092,10092,"박순자(朴順子, 1958년 10월 12일 ~)는 대한민국의 정치인으로, 제17·18·20대 국회의원이다.","{'word': '박순자', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '17·18·20', 'start_idx': 41, 'end_idx': 48, 'type': 'NOH'}",no_relation,wikipedia
10130,10130,2015년 한일 V-리그 탑매치에서 한국 V-리그 챔피언팀 안산 OK저축은행 러시앤캐시는 일본 V프리미어리그 우승팀 JT 선더스를 세트스코어 3:2로 이겼다.,"{'word': '안산 OK저축은행 러시앤캐시', 'start_idx': 33, 'end_idx': 47, 'type': 'ORG'}","{'word': 'V-리그', 'start_idx': 23, 'end_idx': 26, 'type': 'POH'}",org:member_of,wikipedia
10169,10169,"존 크라이어(1965년 4월 16일 ~)는 본명이 조너선 나이븐 크라이어인 미국의 배우, 각본가, 연출가이다.","{'word': '조너선 나이븐 크라이어', 'start_idx': 28, 'end_idx': 39, 'type': 'PER'}","{'word': '배우, 각본가, 연출가', 'start_idx': 46, 'end_idx': 57, 'type': 'POH'}",per:title,wikipedia
10227,10227,"노덕술(盧德述, 1899년 6월 1일 ~ 1968년 4월 1일)은 일제 강점기와 대한민국의 경찰이다.","{'word': '노덕술', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '1899년 6월 1일 ~ 1968년 4월 1일', 'start_idx': 9, 'end_idx': 33, 'type': 'DAT'}",per:date_of_birth,wikipedia
10244,10244,"올리버쌤(1988년 8월 4일 ~)은 미국의 영어 교사, 유튜버이다.","{'word': '올리버쌤', 'start_idx': 0, 'end_idx': 3, 'type': 'PER'}","{'word': '영어 교사, 유튜버', 'start_idx': 25, 'end_idx': 34, 'type': 'POH'}",per:title,wikipedia
10382,10382,1992-93년 UEFA 챔피언스리그에서는 AC 밀란과의 결승전에서 결승골을 기록하면서 올랭피크 드 마르세유의 사상 첫 UEFA 챔피언스리그 우승에 기여했다.,"{'word': 'AC 밀란', 'start_idx': 24, 'end_idx': 28, 'type': 'ORG'}","{'word': '1992-93', 'start_idx': 0, 'end_idx': 6, 'type': 'DAT'}",no_relation,wikipedia
10404,10404,PSG-OM 혹은 OM-PSG는 흔히 르 클라시크(Le Classique)라고 불리며 파리 생제르맹 FC와 올랭피크 드 마르세유간의 경기이다.,"{'word': '파리 생제르맹 FC', 'start_idx': 48, 'end_idx': 57, 'type': 'ORG'}","{'word': 'PSG-OM', 'start_idx': 0, 'end_idx': 5, 'type': 'POH'}",no_relation,wikipedia
10412,10412,"한국남동발전은 ‘Clean & Smart Energy Leader’ 이라는 비전 아래 환경경영을 기업경영 최우선가치로 인식하여, 온실가스와 미세먼지 감축 극대화를 추진하고 있다.","{'word': '한국남동발전', 'start_idx': 0, 'end_idx': 5, 'type': 'ORG'}","{'word': 'Clean & Smart Energy Leader', 'start_idx': 9, 'end_idx': 35, 'type': 'POH'}",no_relation,wikitree
10582,10582,"버네사 커비(1988년 4월 18일 ~)는 잉글랜드의 배우, 모델이다.","{'word': '버네사 커비', 'start_idx': 0, 'end_idx': 5, 'type': 'PER'}","{'word': '배우, 모델', 'start_idx': 30, 'end_idx': 35, 'type': 'POH'}",per:title,wikipedia
10616,10616,"전현무 소속사 SM C&C는 ""'아나운서'라는 직업적 공통분모 속에서 선후배 간 좋은 관계를 이어오다, 최근 서로에 대한 호감을 가지게 됐다""며 ""아직은 서로를 알아가는 단계인 만큼 조심스러운 부분이 많다""고 열애 사실을 알렸다.","{'word': '전현무', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': 'SM C&C', 'start_idx': 8, 'end_idx': 13, 'type': 'ORG'}",per:employee_of,wikitree
10631,10631,얀 3세 소비에스키(1629년 8월 17일 ~ 1696년 6월 17일)는 폴란드 왕국과 리투아니아 대공국으로 이루어진 폴란드-리투아니아 연방의 가장 뛰어난 국왕 중의 한 명이다.,"{'word': '폴란드 왕국', 'start_idx': 41, 'end_idx': 46, 'type': 'ORG'}","{'word': '폴란드-리투아니아', 'start_idx': 66, 'end_idx': 74, 'type': 'ORG'}",org:member_of,wikipedia
10656,10656,밀리언 달러 홈페이지는 영국 윌트셔 출신 학생인 알렉스 튜(Alex Tew)가 자신의 대학교 교육에 들어갈 학비를 벌 목적으로 2005년에 개설한 웹사이트이다.,"{'word': '밀리언 달러 홈페이지', 'start_idx': 0, 'end_idx': 10, 'type': 'ORG'}","{'word': '알렉스 튜(Alex Tew)', 'start_idx': 27, 'end_idx': 41, 'type': 'PER'}",org:founded_by,wikipedia
10661,10661,"러시아 내전 때인 1920년에 백계 러시아군 5,000명이 몽골을 침략했다.","{'word': '러시아군', 'start_idx': 20, 'end_idx': 23, 'type': 'ORG'}","{'word': '5,000명', 'start_idx': 25, 'end_idx': 30, 'type': 'NOH'}",org:number_of_employees/members,wikipedia
10710,10710,"SM C&C는 김수로, 황신혜, 강호동, 이수근, 김병만, 전현무 등 쟁쟁한 방송인들이 활동 중이다.","{'word': '강호동', 'start_idx': 18, 'end_idx': 20, 'type': 'PER'}","{'word': 'SM C&C', 'start_idx': 0, 'end_idx': 5, 'type': 'ORG'}",per:employee_of,wikitree
10716,10716,"1993년 AC 밀란으로 이적하였고, 결승전에서 득점하며 다시 1993-94 시즌 UEFA 챔피언스리그 우승컵을 들어올려 다른 클럽에서 시즌 연속으로 우승 컵을 들어올린 첫 선수가 되었다.","{'word': 'AC 밀란', 'start_idx': 6, 'end_idx': 10, 'type': 'ORG'}","{'word': '1993-94', 'start_idx': 35, 'end_idx': 41, 'type': 'DAT'}",no_relation,wikipedia
10724,10724,그러다 온조왕(溫祚王)이 형인 비류(沸流)가 다스리던 백성을 합쳐 더 큰 나라를 만들 때 비류의 백성들이 모두 즐거워하여 나라 이름을 백제(百濟)로 고쳤다는 설명이 있다.,"{'word': '온조왕', 'start_idx': 4, 'end_idx': 6, 'type': 'PER'}","{'word': '비류(沸流)', 'start_idx': 17, 'end_idx': 22, 'type': 'PER'}",per:siblings,wikipedia
10833,10833,10월 2일 예정된 바이에른 뮌헨(독일)과 2019-2020 유럽축구연맹(UEFA) 챔피언스리그 B조 2차전에 대비한 체력 안배 차원의 교체였다.,"{'word': '바이에른 뮌헨', 'start_idx': 11, 'end_idx': 17, 'type': 'ORG'}","{'word': '2019-20', 'start_idx': 24, 'end_idx': 30, 'type': 'DAT'}",no_relation,wikitree
10907,10907,"스위스군은 7,000명의 보병부대와 2,000명의 기병부대로 이루어진 전위부대(포어후드, Vorhut)를 우익에서 공격하게 했고, 8,000명의 보병부대와 1,300명의 기병부대로 이루어진 주력부대(게발트후드, Gewalthut)는 부르고뉴 군의 좌측 옆구리를 공격하기 위해 어려운 길을 우회하여 행군해 나무가 우거지고 눈이 두텁게 쌓인 경사면 위에서 진지를 구축했으나, 부르고뉴군이 대기하던 장소는 시야에 들어오지 않았다.","{'word': '스위스군', 'start_idx': 0, 'end_idx': 3, 'type': 'ORG'}","{'word': '2,000명', 'start_idx': 20, 'end_idx': 25, 'type': 'NOH'}",no_relation,wikipedia
10955,10955,"KBS진주방송국(KBS晋州放送局)은 경남 서부지역을 방송권역으로 하는 KBS창원방송총국 소속 산하의 지역방송국이며, 1976년 4월 1일 개국하였다.","{'word': 'KBS진주방송국', 'start_idx': 0, 'end_idx': 7, 'type': 'ORG'}","{'word': 'KBS晋州放送局', 'start_idx': 9, 'end_idx': 16, 'type': 'ORG'}",org:alternate_names,wikipedia
10961,10961,"박종홍(朴鍾鴻, 1903년 8월 23일(1903년 음력 7월 1일)(1903년 음력 7월 1일) 대한제국 평안남도 평양 출생 ~ 1976년 3월 17일 대한민국 서울에서 별세.)은 대한민국의 교육자, 철학자, 사상가이며, 호(號)는 열암(冽巖)이다.","{'word': '박종홍', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '열암(冽巖)', 'start_idx': 130, 'end_idx': 135, 'type': 'PER'}",per:alternate_names,wikipedia
11019,11019,"선의왕후 어씨는 본관이 함종(咸從)으로 영조 6년(1730) 6월 29일 경희궁 어조당(魚藻堂)에서 소생없이 승하하니 춘추 26세였고, 시호를 선의(宣懿), 무덤의 이름을 의릉이라 하여 10월에 천장산 경종릉 아래에 장례를 지냈다.","{'word': '선의왕후', 'start_idx': 0, 'end_idx': 3, 'type': 'PER'}","{'word': '경희궁 어조당(魚藻堂)', 'start_idx': 41, 'end_idx': 52, 'type': 'POH'}",per:place_of_death,wikipedia
11041,11041,"카츠바흐 전투가 벌어진 날과 같은 날, 슈바르첸베르크 원수는 200,000명에 달하는 보헤미아의 오스트리아군이 이끌고, 오스트리아 황제, 러시아 차르, 프로이센 왕과 함께 생 시르 원수를 공격하였다.","{'word': '오스트리아군', 'start_idx': 54, 'end_idx': 59, 'type': 'ORG'}","{'word': '200,000명', 'start_idx': 34, 'end_idx': 41, 'type': 'NOH'}",org:number_of_employees/members,wikipedia
11054,11054,"코부치 켄타로（小渕健太郎,こぶち けんたろう,1977년 3월 13일 - O형）은, 미야자키현 미야자키시 출신의 뮤지션, 작사가, 작곡가이다.","{'word': '코부치 켄타로', 'start_idx': 0, 'end_idx': 6, 'type': 'PER'}","{'word': '뮤지션, 작사가, 작곡가', 'start_idx': 61, 'end_idx': 73, 'type': 'POH'}",per:title,wikipedia
11193,11193,설 연휴기간 동안 상하수도 관련 긴급 민원이 발생하면 고양시상하수도사업소 당직실(031-8075-4488)을 통해 24시간 신고가 가능하다.,"{'word': '고양시상하수도사업소 당직실', 'start_idx': 30, 'end_idx': 43, 'type': 'ORG'}","{'word': '031-8075-4488', 'start_idx': 45, 'end_idx': 57, 'type': 'NOH'}",no_relation,wikitree
11230,11230,"랴오이우(1958년 8월 4일 ~)는 필명인 라오웨이로 알려져 있는 중국의 작가, 시인, 언론인, 음악가이다.","{'word': '라오웨이', 'start_idx': 25, 'end_idx': 28, 'type': 'PER'}","{'word': '작가, 시인, 언론인, 음악가', 'start_idx': 42, 'end_idx': 57, 'type': 'POH'}",per:title,wikipedia
11232,11232,"키이라 나이틀리(1985년 3월 26일 ~)는 잉글랜드의 배우, 모델이다.","{'word': '키이라 나이틀리', 'start_idx': 0, 'end_idx': 7, 'type': 'PER'}","{'word': '배우, 모델', 'start_idx': 32, 'end_idx': 37, 'type': 'POH'}",per:title,wikipedia
